,user,profile
1169,gerbsen,"#nerd #climatejustice #science #langfristig #birder - 🦣 @Gerbsen@gruene.social - Mitglied d. Sächsischen Landtags - Digitalisierung, Klima & Energie 🌻👨🏻‍💻"
1170,BoehmeMarco,"parlamentarischer Geschäftsführer @linke_LTSachsen
Sprecher für Klimaschutz, Energie & Mobilität.
Klimaaktivist & Antifaschist. @linXXnet"
1171,DetlefGurth,"Landesvorsitzender Mittelstands - und Wirtschaftsvereinigung MIT Sachsen-Anhalt, Landtagsabgeordneter Sachsen-Anhalt"
1172,brakebusch1,Präsidentin des Landtages von Sachsen-Anhalt a.D. Politikerin mit 🧡 und wohne in Harbke im Landkreis Börde
1173,afdgehlmann,"Politiker, Mitglied im Kreistag Mansfeld-Südharz, Fraktionsvorsitzender Stadtrat Sangerhausen, 2016 bis 2021 Mitglied im Landtag Sachsen-Anhalt"
1174,MonikaHohmann,Mitglied des Landtages Sachsen- Anhalt
1175,P_Plattform,Erster stellvertretender Vorsitzender der AfD Fraktion im Landtag von Sachsen-Anhalt.
1176,UlrichSiegmund,Vorsitzender @AfDFraktionLSA im LT von Sachsen-Anhalt (#LtLSA #AfD)
1177,KerEisen,Mitglied Fraktion DIE LINKE im Landtag von Sachsen-Anhalt @LinksfraktionSt und des Parteivorstandes DIE LINKE
1178,KatjaPaehle,"Vorsitzende @spd_lt_lsa, stellv. Vorsitzende @SPD_LSA, Präsidium & Parteivorstand @spdde. Katja Pähle & Team twittern gemeinsam. https://t.co/ndvIdMrADb"
1179,VolkerOlenicak,Landtagsabgeordneter AfD Sachsen-Anhalt ( Direktmandat WK 29 )
1180,Daniel_Roi_AfD,"Daniel Roi, Abgeordneter im Landtag Sachsen-Anhalt, Stadtrat Bitterfeld-Wolfen und Kreistag Anhalt-Bitterfeld"
1181,MatzeBuettner,"#AfD-Fraktion Sachsen-Anhalt, Ausschussvorsitzender & Sprecher für Inneres & Sprecher für Verkehr, Kreisvorsitzender AfD Salzlandkreis, Stadtrat in Staßfurt"
1182,spiegelbergafd,"Marcus Spiegelberg | MdL von Sachsen-Anhalt | Direktkandidat aus Weißenfels | Stellv. Landesvorsitzender der JA Sachsen-Anhalt | 
Teamtweets markiert mit *"
1183,Borchert_CDU,Carsten Borchert #CDU MdL #SachsenAnhalt #Salzwedel #Altmark
1184,Kristin_Heiss,The world is wide from where you stand.
1185,jws_afd,"AfD LSA Landesvorstandsmitglied
https://t.co/esZZ1iwHG8…"
1186,PoggenburgAndre,"Für Ausgleich mit Russland & Frieden in Europa. Gegen globale Gleichschaltung - Für echte Vielfalt, Tier- & Naturschutz und öko-soziale Marktwirtschaft. 🇩🇪"
1187,robert_farle,Bis zum 06. Juni 2021 Parlamentarischer Geschäftsführer der AfD-Fraktion Sachsen-Anhalt | Bundestagsabgeordneter für den Wahlkreis Mansfeld
1188,DanielSzarata,"Oberbürgermeister der Kreisstadt #Halberstadt und ihrer Ortsteile, #CDU,  #Dom, #Harz, #SachsenAnhalt, #Germany 🇩🇪
MdL a.D. @cdufraktion_lsa / #ltlsa /"
1189,DrAndrSchmidt,"Zusammen mit @JulianeKleemann Vorsitzender der @SPD_LSA, MdL in der @SPD_LT_LSA für Merseburg und den Saalekreis, Sprecher für Finanzpolitik"
1190,Hobi99,"Sprecher Landwirtschaft #AfDLSA Beisitzer #AfDLSA Landesvorstand
Kreisschriftführer #KVABI Stadtrat #Raguhn-Jeßnitz Kuratoriumsmitglied LzpB LSA"
1191,HenrietteQuade,"Landtagsabgeordnete #ltlsa, @LinksfraktionST, Innenpolitische Sprecherin, Sprecherin für Asyl, Migration, Datenschutz. #Antifa"
1192,angelagorr,"Landtagsabgeordnete für den Wahlkreis Wernigerode, Stadt Oberharz am Brocken und Harzgerode"
1193,doro_frederking,"MdL Sachsen Anhalt /// B90/Grüne /// Energie, Agrar, Europa, Medien"
1194,WulfGallert,Abgeordneter der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt und Vizepräsident des Landtages Sachsen-Anhalt.
1195,falkogrube,Magdeburger Kind I SPD-Landtagsabgeordneter I Stadtrat I SPD-Vorsitzender Magdeburg
1196,reinerhaseloff,Hier twittert der Ministerpräsident persönlich.
1197,SchulenburgCh,"Kreisvors. CDU Stendal, Mitglied des Landtages in Sachsen-Anhalt - Wahlkreis Havelberg/Osterburg, innenpol. Sprecher der CDU- Landtagsfraktion, Polizeibeamter"
1198,StefGeb,"Mitglied des Landtags Sachsen-Anhalt
Fraktion DIE LINKE 
Parlamentarischer Geschäftsführer 
MDR-Rundfunkrat"
1199,olaf_meister,"MdL in Sachsen-Anhalt (Bündnis 90/Die Grünen), Sprecher für Finanzen, Wirtschaft, Wissenschaft, Stadtrat in Magdeburg, Rechtsanwalt"
1200,MarcoTullner,CDU-Mitglied
1201,Eva0112,"Fraktionsvorsitzende DIE LINKE. Landtag LSA, Netzwerk gegen Kinderarmut, Präsidium AWO"
1202,AndreasSteppuhn,Bundesvorsitzender @Tafel_DE | MdB a.D. & MdL a.D.
1203,Connylue,"Fraktionsvorsitzende Grüne Sachsen-Anhalt 🌻 | Klimaschutz, Mobilitätswende und Demokratiesicherung"
1204,ruedigererben,"MdL, SPD, Läufer, Vorsitzender des Beirats des Mitteldeutschen BC"
1205,HendrikLange,Mitglied der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt
1206,StriegSe,"Sprecher für Innen-/Rechtspolitik sowie Digitalisierung von @gruenefraklsa. Katholischer Christ. Politik mit Haltung. he/his
#nonazis #Autokorrektur #Fahrradbus"
1207,BHerdejuergen,"SPD-Landtagsfraktion Schleswig-Holstein, Parlamentarische Geschäftsführerin"
1208,v_Wittgenstein,"Offizieller Account von Doris v. Sayn-Wittgenstein, Thüringen, Facebook: https://t.co/LFzwRGbVG4"
1209,JetteWaldinger,Landtagsabgeordnete SSW
1210,aminajxx,"Ministerin für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung in Schleswig-Holstein"
1211,TobiasvdHeide,Als CDU-Abgeordneter vertrete ich die Interessen der schönen Fördestadt Kiel im schleswig-holsteinischen Landtag.
1212,DABornhoeft,"Holsteiner-Jung, #FDP MdL 19.WP #LTSH und kämpft für wirksame Sozial- und Umweltpolitik und faire,innovative Gesellschaft 
#Gesundheit #SchleswigHolstein #Kiel"
1213,DGuenther_CDUSH,Ministerpräsident des Landes Schleswig-Holstein und Landesvorsitzender der @SH_CDU
1214,harms_lars,"Vorsitzender Südschleswigscher Wählerverband (SSW) im Schleswig-Holsteinischen Landtag - Politik, Nordfriesland, Friesland, Friesisch, Schleswig-Holstein, HSV."
1215,ThomasHoelck,"SPD, MdL"
1216,L_Petersdotter,📍Direkt gewählter Abgeordneter für Kiel-Nord. 🏛️ Landtag Schleswig-Holstein. 🌱 Grün. Fraktionsvorsitzender. 🔨 Sprecher für Wirtschaft und Arbeit.
1217,TobiasKoch,"Mitglied des Landtages Schleswig-Holstein, CDU-Fraktionsvorsitzender"
1218,StefanWeberSE,"ehemaliger Landtagsabgeordneter aus dem Wahlkreis Segeberg West, Vorsitzender des OV Sievershütten, Bürgermeister der Gemeinde Sievershütten"
1219,oleplambeck,"https://t.co/K48LuvsD5H CDU-MdL in SH, Finanzpolitiker | Steuerberater"
1220,martinhabersaat,"Mitglied der SPD-Landtagsfraktion Schleswig-Holstein. Vorsitzender des Bildungsausschusses. Im Landtag für Reinbek, Glinde, Barsbüttel, Oststeinbek, Wentorf."
1221,Thomasrother,"MdL für Lübeck - Sozi, Donaldist, Katzenfreund, Hundeskeptiker"
1222,wolfgangbaasch,"SPD / AWO SH , Donaldist, VfB-Fan,"
1223,StephanHolowaty,"FDP MdL SH (2017-2022), Digital Guy, #FreeUkraine #Bürgerrechte  #Innovation #Skydive|r #Travel @fdpfraktionsh #ltsh  #SaveMyInternet"
1224,c_vogt,MdL | Vorsitzender @FDPFraktionSH | Mitglied @fdp-Bundesvorstand | Stv. Vorsitzender @fdp_sh
1225,Kumbartzky,"MdL, Parlamentarischer Geschäftsführer der @FDPFraktionSH, Landesvorsitzender @FDP_SH"
1226,LukasKilian,CDU-MdL in SH | designierter Generalsekretär @SH_CDU | Rechtsanwalt u. Notar | hier privat
1227,ekavonkalben,"Vizepräsidentin #LTSH, Sprecherin für Europa, Religion und Minderheiten der Landtagsfraktion von @Gruene_SH 🌻"
1228,JanineMerz,"Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion."
1229,LutzLiebscher,"MdL & stellv. Fraktionsvorsitzender @spdthl, Vorsitzender @spd_jena, Sprecher für Studium & Hochschule sowie Bau, Wohnen, Verkehr & Landwirtschaft"
1230,UThrum,"Wer kämpft kann verlieren, wer nicht kämpft hat schon verloren."
1231,PhilippWeltzien,"Hier twittert das Social Media Team von Philipp Weltzien, Direktkandidat @dieLinke für die #Landtagswahl im Wahlkreis #Suhl,#ZellaMehlis und #Oberhof."
1232,NHoffmannAfDTh,"Diplom-Biologin
Abgeordnete Thüringer Landtag
Sprecherin für Umwelt, Naturschutz, Energie und Infrastruktur
Kreistag Hildburghausen
Kreisverband Südthüringen"
1233,BlechschmidtA,"Seit 2004 Abgeordneter im Thüringer Landtag, seit 2009 mit Direktmandat. Mein Team und ich meinen: Mehr Demokratie wagen - Politik muss erklären, nicht belehren"
1234,KnieseTosca,"#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account"
1235,raymond_walk,"Christdemokrat, MdL, Stv. Landesvorsitzender @cdu_thueringen, Stv. Fraktionsvorsitzender, Innenpolitischer Sprecher @cdu_fraktion_th"
1236,Rene_Aust,"Direkt gewählter Landtagsabgeordneter im Wahlkreis Schmalkalden – Meiningen II, stellvertretender Landessprecher der AfD Thüringen"
1237,PatrickBeier93,"Mitglied des Thüringer Landtags|Sprecher für Verbraucherschutz|DIE LINKE. Thüringen|Kommunalpolitiker aus #Meiningen| 
https://t.co/4IMER6yAaN"
1238,TorstenWolf_MdL,"Mitglied des Thüringer Landtages, Bildungspolitischer Sprecher, Wahlkreis Jena I"
1239,Denny_Jankowski,AfD Kreissprecher Gera-Jena-Saale-Holzland-Kreis (https://t.co/FURRanAK0T)
1240,torben_braga,Mitglied des 7. Thüringer Landtags | 🇩🇪🇧🇷
1241,laura_wahl_,"Mitglied des Thüringer Landtags @gruenethl • Sprecherin für Mobilität, Energie, Klima&Umwelt, Gleichstellung 🏳️‍🌈 • Erfurter Stadträtin"
1242,BPfefferlein,✳️ Bündnis 90/Die Grünen Thüringen
1243,MoellerAfD,"Landessprecher #AfD Thüringen, MdL & Justizausschussvorsitzender im Thüringer Landtag, Anwalt"
1244,BjoernHoecke,Landessprecher und Fraktionsvorsitzender der AfD Thüringen
1245,RalfKalich,Innenpolitischer Sprecher Fraktion DieLinke im Thüringer Landtag
1246,Buehlandreas,Heimatmensch für den 📍südlichen #IlmKreis u. #Schmiedefeld. Parlamentarischer Geschäftsführer der @cdu_fraktion_th 🙋🏻‍♂️ Mitglied des Landtag 🗳#bühlpacktan
1247,KaufmannAfD,"Prof. Dr.-Ing. Michael Kaufmann, 
Mitglied des Bundestages, Wahlkreis 195, Forschungspol. Sprecher AfD-Fraktion
#AfD #Thüringen @AfD_Thueringen @AfDimBundestag"
1248,OMueller_Jena,"Biologe, erneuerbare Energien, Gesundes Essen, bekennender Europäer, GRÜN aus Jena"
1249,dialehm,"MdL bei @spdthl, leidenschaftliche NaturFreundin und Gewerkschafterin"
1250,keineausrede,"AfD-MdL aus Thüringen.😀 
Sprecher für  Wohnungsbau und Verkehr
Fraktionschef AfD-Kreistagsfraktion ABG"
1251,GruenerDirk,"Thüringer, Erfurter, Outdoor und Laufen (Minister für Migration, Justiz und Verbraucherschutz aD)"
1252,MikeMohring,Vorsitzender @cdu_thueringen 2014-20 & @cdu_fraktion_th 2008-20| Sprecher CDU/CSU Finanzsprecherkonferenz | BuVo @cdu & @mit_bund | Botschafter @krebshilfe_bonn
1253,Hummelshainer,Immer Einsatzbereit und Interessiert.
1254,St_Dittes,Mitglied und Vorsitzender der Fraktion DIE LINKE im Thüringer Landtag - Wahlkreisabgeordneter in #Weimar
1255,gudrunlukin,Geboren am 29.12.1954 | Zwei Kinder | Diplomphilosophin | MdL Thüringen
1256,ChristianSchaft,"Vorsitzender @die_linke_th | MdL @linke_thl |  Wissenschaftspolitik, uvm. | ZinXX Ilmenau"
1257,henfling_m,Abgeordnete Thüringen |Innen- und Kommunalpolitik | Kultur- Europa- Medien- und Netzpolitik | Antifaschismus und Demokratie | BÜNDNIS 90/GRÜNEN
1258,SBilay,Kommunalfreund | Linkspolitiker | Landtagsabgeordneter | Sprecher Innenpolitik für @Linke_Thl
1259,KarolaStange,MdL DIE LINKE. Thüringen; Erfurter Stadträtin; Stellvertretende Landesvorsitzende der Volkssolidarität Thüringen; Hier twittert mein Team und ich.
1260,Chr_Tischner,"Landtagsabgeordneter, stellv. Fraktionsvorsitzender sowie Sprecher für Bildung und Wissenschaft der CDU-Fraktion Thüringens. Gymnasiallehrer."
1261,fbaumfdp,"MdL, Freie Demokraten im Thüringer Landtag, Wirtschaftsjunioren Thüringen, FDP Erfurt, Liberale Frauen, D-64"
1262,KatharinaKoenig,"#MdL #LINKE #Thüringen / #Antifaschismus, #Antirassismus #NSU-Aufklärung / Das Private ist politisch / still ❤️ #Antifa"
1263,KKorschewsky,"Mitglied des Thüringer Landtages, Sprecher für Sport und Tourismus der Fraktion DIE LINKE"
1264,linkeanja,"MdLThüringen,Mensch,Leidenschaftlich,Demokratietante,Links"
1265,SusanneHennig,Hier twittern die Bundestagsabgeordnete Susanne Hennig-Wellsow (SHW) @DieLinke @Linksfraktion & ihre Büros (SB) | WK Erfurt-Grammetal-Weimar | @die_linke_th
1266,JonasUrbach,Landtagsabgeordneter und Bürgermeister a.D.
1267,GottiSlow,"Abgeordneter Thüringer Landtag, Wahlkreis 31, Bürgermeister a.D., Kommunikationswissenschaft, Christdemokrat, Energie- und Umweltpolitik #Heimatenergie *337 ppm"
1268,Astrid_RB,"Astrid Rothe-Beinlich, BÜNDNIS 90/DIE GRÜNEN im Thüringer Landtag, Fraktionsvorsitzende, Stadträtin #refugeeswelcome Blockiere Nazis+Rassist*innen"
1269,m_gleichmann,"Politiker für #DIELINKE aus dem #SaaleHolzlandKreis in #Thüringen. Spezialitäten #Europa, #Energie und #LändlicherRaum.
viva l'Europa Antifascista"
1270,DirkBergner,"Vizepräsident THL, FDP-Landesvize Thür., Bürgermeister a.D. Stadt Hohenleuben, Mitglied Kreistag Greiz, Bauing., Freiberufler"
1271,marx2009,"MdL @spdthl ,Sprecherin für Innen🚨,Recht⚖️,Europa🇪🇺,Digitales📲 Verfassungspatriotin🏛"
1272,mariovoigt,Vorsitzender @cdu_thueringen & @cdu_fraktion_th 🗣 • Fußballexperte @fccarlzeissjena ⚽️
1273,demoe,Sozialarbeiter | Gewerkschafter | Mitglied des Thüringer Landtags #verdi #spd #naturfreunde #awo #esgibtnichtsgutesaussermantutes #diestadtsozialbewegen
1274,KemmerichThL,"MdL, Vorsitzender der Parlamentarischen Gruppe im Thüringer Landtag, Vorsitz @FDP_Thueringen & @ErfurtFDP, Jurist, verh. sechs Kinder, Erfurt/Weimar/Aachen"
1275,bodoramelow,Mensch
1276,Gerold_Otten,"#AfD +Mitglied im #Verteidigungsausschuß +Obmann und Sprecher für Abrüstung, Rüstungskontrolle und Nichtweiterverbreitung +Mitglied #NATOPA"
1277,Peter_Beyer,#Transatlantik-Koordinator Bundesregierung (2018-2022)| Bundestagsabgeordneter | @cducsubt | Obmann Enquete-Kommission #Afghanistan | #Westbalkan #Lateinamerika
1278,Schwarz_MdB,"SPD Bundestagsabgeordneter für Bamberg u. Forchheim. Mitglied im Haushalts-, Verteidigungsausschuss, Bundesfinanzierungsgremium.Twitter selbst."
1279,Bubendorferfdp,#Freigeist | #Bayern | Bundestagsabgeordnete @fdpbt | Mitglied im Ausschuss für Inneres und Heimat | Mitglied im Petitionsausschuss
1280,cjcronenberg,Sauerländer. Bundestagsabgeordneter. Freier Demokrat. Familienvater.
1281,DjirSarai,"Mitglied des Deutschen Bundestages, Generalsekretär der FDP"
1282,FahimiYasmin,"#DGB-Vorsitzende @dgb_news | Überzeugungstäterin |  Feministin | 

Impressum/Datenschutz: https://t.co/TmfOKxo2M1"
1283,KestnerJens,Jens Kestner Mitglied des 19. Deutschen Bundestages und Landesvorsitzender von 2020-2022 der #AfD #Niedersachsen hier und selbst am twittern 🇩🇪
1284,tietze_andreas,"MdL, verkehrspolitischer Sprecher und Vorsitzender des Wirtschafts- und Verkehrsausschusses im Schleswig-holsteinischen Landtag"
1285,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen"
1286,benniadjei,"Mitglied des bayerischen Landtags, Sprecher für Digitalisierung 🌻👨🏾‍💻⚡️ @GrueneLandtagBY"
1287,AnnaGallinaHH,"Senatorin für Justiz und Verbraucherschutz der Freien und Hansestadt Hamburg, @GRUENE_Hamburg, hier persönlich, cis, sie/she"
1288,TobiGotthardt,"Abgeordneter, Vorsitzender des Europaausschusses, amt. Vorsitzender im Bildungsausschuss des Bayerischen Landtags"
1289,Ch_Haubrich,"Gesundheitspolitische Sprecherin von @GrueneLandtagBY aus Merching. 
#Gesundheit 🚑 #Ökologie 🌻"
1290,w_heubisch,"Vizepräsident @Landtag_Bayern | FDP-Landtagsabgeordneter 💛💙 | Staatsminister für #Wissenschaft, #Forschung und #Kunst a.D. | #München | Kulturverliebt ‼️"
1291,AndreasKrahl1,Grüner MdL @Landtag_Bayern / #Pflegepolitik / Senior*innenpolitik / Fachkrankenpfleger / #Ehrenamt / Vizepräsident @brkaktuell / Bio-Imker
1292,Roland_Magerl,Mitglied des Bayerischen Landtages
1293,GeorgMaier8,Minister für Inneres und Kommunales des Freistaates Thüringen. Twittert hier privat. RT isn‘t endorsement.
1294,FabianMehring,FREIE WÄHLER | Bayerischer Landtag | Parlamentarischer Geschäftsführer
1295,SchuberlToni,"Landtagsabgeordneter im Bayerischen Landtag I
Fraktion BÜNDNIS90/DIEGRÜNEN I Rechtspolitischer Sprecher"
1296,AnjaSiegesmund,Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.
1297,UlrikeSparr,Abg. Hamb. Bürgerschaft. #Umwelt#Naturschutz #hhbue
1298,spitzerfdp,"Gesundheits- und pflegepolitischer Sprecher der @fdpltby 🏥🚑💊💉, Betriebsmediziner und Hausarzt mit eigener Praxis 👨‍⚕️, Stadtrat für die @fdp in #Kempten"
1299,HeikeTaubert,"Thüringer Finanzministerin, Stellv. Ministerpräsidentin a.D.
hier privat"
1300,WTiefensee,"Bin in Gera geboren,
in Sachsen aufgewachsen, 
hab' ziemlich lange dort gelebt.
Zurückgekehrt zu meinen Wurzeln und
nun im schönen Thüringen unterwegs."
1301,anjes_tjarks,Senator für Verkehr und Mobilitätswende
1302,AndreasWildAfD,"Unternehmer, 59, Vorsitzender des Vereins 
Freunde der Staatsreparatur e.V. und
Stv. Vorsitzender des AfD-Bezirksverbandes Steglitz-Zehlendorf."
1303,EiblMdl,Landtagsabgeordneter der Freien Wähler Fraktion
1304,jorg_hansen,"Landtagsabgeordneter 
Sprecher für Polizei, Sport, Senioren und Petitionen
FDP"
1305,rolandweigert,"Staatssekretär im Bayerischen Staatsministerium für Wirtschaft, Landesentwicklung und Energie"
1306,mboerschel,Mitglied der SPD-Landtagsfraktion in Nordrhein-Westfalen; Vorsitzender der SPD-Fraktion im Kölner Stadtrat
1307,alexanderkrauss,Für die Region Schwarzenberg im Sächsischen Landtag - für die CDU.
1308,Helmut_Seifen,"Landessprecher der @AlternativeNRW, Abgeordneter der @AfD_FraktionNRW im #ltnrw. https://t.co/TfoaVP5jtt"
1309,HeriFriedmann,MdL AfD  Rheinland-Pfalz
1310,loeffler_cdu,"Rechtsanwalt, Großvater, CDU-Kandidat für den Stuttgarter Norden für die Landtagswahl 2021"
1311,ksteinhuelbjoos,🌹Landtagsabgeordnete @spdlandtagbw  📖 Als langjährige Rektorin setze ich mich mit Tatkraft für beste Bildung ein!
1312,PeterSeimer,Landtagsabgeordneter für den Wahlkreis 6 | BW Bündnis 90/Die Grünen 🌻
1313,hjgossner_mdl,"Mitglied des Landtags von Baden-Württemberg, Abgeordneter für den Wahlkreis Göppingen."
1314,tok_tayfun,Grüner Landtagsabgeordneter für den Wahlkreis Bietigheim-Bissingen🌻
1315,TobiasVogt,"CDU-Landtagsabgeordneter BaWü WK14, Papa, VfB Fan, Europäer, Schwabe, Kirchheimer, liberal/sneaker konservativ, Unternehmer."
1316,ralfnentwich,Landtagsabgeordneter für den Wahlkreis Backnang @Gruenebw l Sprecher für Digitale Bildung l Sprecher für Ernährung l Imker aus Leidenschaft
1317,LindenschmidAfD,Landtagsabgeordneter der @AfD für den Wahlkreis 17 #Backnang | Stv. Vorsitzender @AfDRemsMurr | Kreisrat Rems-Murr-Kreis | Regionalrat Verband Region Stuttgart
1318,erwinkoehlermdl,Landtagsabgeordneter im Wahlkreis Eppingen  #ltwbw21 im #wkeppingen - Stadtrat Grüne Lauffen a.N. - Mitglied bei
1319,cathie_kern_mdl,"Italophile Deutsch-Britin, daheim in Hohenlohe. Landtagsabgeordnete, Kreis- und Stadträtin. Politik für Menschen und unsere Umwelt."
1320,RubenRupp,"Abgeordneter im 17. Landtag von Baden-Württemberg 

https://t.co/s6C5TWjZxi
https://t.co/oLaSlln2UR
https://t.co/QpeofHKfJ1"
1321,AnsgarMayr,Mitglied des Landtags von Baden-Württemberg (CDU)
1322,c_jung77,MdL WK Bretten; AK-Leiter und Sprecher für Verkehr und Petitionen der @fdpdvpfraktion
1323,scuny,Ihr Landtagsabgeordneter der SPD an Bergstraße & Neckar
1324,andrebaumann,"Landtagsabgeordneter Wahlkreis Schwetzingen • Staatssekretär des Ministeriums für Umwelt, Klima und Energiewirtschaft • Biologe • Kurpfälzer"
1325,_jproe,Sozialdemokrat - Landtagsabgeordneter - Mensch
1326,FHerkens,"Kandidat für die Landtagswahl im Wahlkreis Pforzheim, Ispringen, Birkenfeld, Kieselbronn und Engelsbrand."
1327,KatrinSchindele,Landtagsabgeordnete 🏛 @CDU_FraktionBW Begeistert vom Landkreis Freudenstadt! 🍴 ☀️ 🌲 #blackforestpolitics 🖤💪🏻 🎉 Entwicklungsingenieurin 👩‍💻
1328,BMettenleiter,Kandidat im Wahlkreis Kehl von @die_gruenen für die #Landtagswahl Baden Württemberg
1329,FrankBonath,"Mitglied der FDP/DVP Landtagsfraktion
Landtagsabgeordneter im Wahlkreis 54 Villingen-Schwenningen"
1330,HansPeter_Storz,"Abgeordneter für den Wahlkreis #Singen im @LandtagBW 

@spdlandtagbw #FürDichImLandtag

Stadtrat | Kreisrat | Religionslehrer"
1331,hoffmannspd,"#Digitales, #Mobilität und das #Leben
🟥 Landtagsabgeordneter SPD BW
📍 Wahlkreis Lörrach
🏫 Kreisrat Lörrach"
